118 & 584.7 & 2.1 & & 161 & 491.4 & 2.3 & & 204 & 391.7 & 2.4 \\ 
119 & 582.6 & 2.1 & & 162 & 489.1 & 2.3 & & 205 & 389.3 & 2.4 \\ 
120 & 580.5 & 2.1 & & 163 & 486.8 & 2.3 & & 206 & 387.0 & 2.4 \\ 
121 & 578.5 & 2.1 & & 164 & 484.6 & 2.3 & & 207 & 384.6 & 2.4 \\ 
122 & 576.4 & 2.1 & & 165 & 482.3 & 2.3 & & 208 & 382.2 & 2.4 \\ 
123 & 574.3 & 2.1 & & 166 & 480.0 & 2.3 & & 209 & 379.8 & 2.4 \\ 
124 & 572.2 & 2.1 & & 167 & 477.8 & 2.3 & & 210 & 377.5 & 2.4 \\ 
125 & 570.1 & 2.1 & & 168 & 475.5 & 2.3 & & 211 & 375.1 & 2.4 \\ 
126 & 568.0 & 2.1 & & 169 & 473.2 & 2.3 & & 212 & 372.7 & 2.4 \\ 
127 & 565.8 & 2.1 & & 170 & 470.9 & 2.3 & & 213 & 370.3 & 2.4 \\ 
128 & 563.7 & 2.1 & & 171 & 468.6 & 2.3 & & 214 & 367.9 & 2.4 \\ 
129 & 561.6 & 2.1 & & 172 & 466.3 & 2.3 & & 215 & 365.6 & 2.4 \\ 
130 & 559.5 & 2.1 & & 173 & 464.1 & 2.3 & & 216 & 363.2 & 2.4 \\ 
131 & 557.3 & 2.1 & & 174 & 461.8 & 2.3 & & 217 & 360.8 & 2.4 \\ 
132 & 555.2 & 2.1 & & 175 & 459.5 & 2.3 & & 218 & 358.4 & 2.4 \\ 
133 & 553.1 & 2.1 & & 176 & 457.2 & 2.3 & & 219 & 356.0 & 2.4 \\ 
134 & 550.9 & 2.1 & & 177 & 454.8 & 2.3 & & 220 & 353.6 & 2.4 \\ 
135 & 548.8 & 2.2 & & 178 & 452.5 & 2.3 & & 221 & 351.2 & 2.4 \\ 
136 & 546.6 & 2.2 & & 179 & 450.2 & 2.3 & & 222 & 348.9 & 2.4 \\ 
137 & 544.5 & 2.2 & & 180 & 447.9 & 2.3 & & 223 & 346.5 & 2.4 \\ 
138 & 542.3 & 2.2 & & 181 & 445.6 & 2.3 & & 224 & 344.1 & 2.4 \\ 
139 & 540.1 & 2.2 & & 182 & 443.3 & 2.3 & & 225 & 341.7 & 2.4 \\ 
140 & 537.9 & 2.2 & & 183 & 441.0 & 2.3 & & 226 & 339.3 & 2.4 \\ 
141 & 535.8 & 2.2 & & 184 & 438.6 & 2.3 & & 227 & 336.9 & 2.4 \\ 
142 & 533.6 & 2.2 & & 185 & 436.3 & 2.3 & & 228 & 334.5 & 2.4 \\ 
143 & 531.4 & 2.2 & & 186 & 434.0 & 2.3 & & 229 & 332.1 & 2.4 \\ 
144 & 529.2 & 2.2 & & 187 & 431.6 & 2.3 & & 230 & 329.7 & 2.4 \\ 
145 & 527.0 & 2.2 & & 188 & 429.3 & 2.3 & & 231 & 327.3 & 2.4 \\ 
146 & 524.8 & 2.2 & & 189 & 427.0 & 2.3 & & 232 & 324.9 & 2.4 \\ 
147 & 522.6 & 2.2 & & 190 & 424.6 & 2.3 & & 233 & 322.5 & 2.4 \\ 
148 & 520.4 & 2.2 & & 191 & 422.3 & 2.3 & & 234 & 320.1 & 2.4 \\ 
149 & 518.2 & 2.2 & & 192 & 420.0 & 2.3 & & 235 & 317.7 & 2.4 \\ 
150 & 516.0 & 2.2 & & 193 & 417.6 & 2.3 & & 236 & 315.3 & 2.4 \\ 
151 & 513.8 & 2.2 & & 194 & 415.3 & 2.3 & & 237 & 312.9 & 2.4 \\ 
152 & 511.5 & 2.2 & & 195 & 412.9 & 2.4 & & 238 & 310.5 & 2.4 \\ 
153 & 509.3 & 2.2 & & 196 & 410.6 & 2.4 & & 239 & 308.1 & 2.4 \\ 
154 & 507.1 & 2.2 & & 197 & 408.2 & 2.3 & & 240 & 305.7 & 2.4 \\ 
155 & 504.8 & 2.2 & & 198 & 405.9 & 2.4 & & 241 & 303.3 & 2.4 \\ 
156 & 502.6 & 2.2 & & 199 & 403.5 & 2.4 & & 242 & 300.9 & 2.4 \\ 
157 & 500.4 & 2.2 & & 200 & 401.1 & 2.4 & & 243 & 298.5 & 2.4 \\ 
158 & 498.1 & 2.2 & & 201 & 398.8 & 2.4 & & 244 & 296.1 & 2.4 \\ 
159 & 495.9 & 2.3 & & 202 & 396.4 & 2.4 & & 245 & 293.7 & 2.4 \\ 
160 & 493.6 & 2.3 & & 203 & 394.1 & 2.4 & & 246 & 291.3 & 2.4 \\ 
